ticket_id,priority,status,category,subject,description,created_date,resolved_date,assigned_to
T-1793,Critical,Resolved,Access Request,Account Locked,Automatically generated ticket #794,2023-08-19,2023-09-06,David
T-1794,Medium,Open,Access Request,Slow Internet,Automatically generated ticket #795,2024-08-25,2024-08-28,Michael
T-1795,Low,On Hold,Access Request,Printer Not Responding,Automatically generated ticket #796,2024-04-21,2024-05-08,David
T-1796,Medium,Resolved,Hardware,Password Reset,Automatically generated ticket #797,2024-04-30,2024-05-01,Admin
T-1797,Critical,Resolved,Access Request,Password Reset,Automatically generated ticket #798,2023-06-30,,Admin
T-1798,High,Open,Security,Unauthorized Login Attempt,Automatically generated ticket #799,2023-06-30,2023-07-04,David
T-1799,Low,Resolved,Software,Malware Detected,Automatically generated ticket #800,2024-08-03,2024-08-10,Sara
T-1800,Low,In Progress,Network,Email Not Working,Automatically generated ticket #801,2023-03-16,2023-04-05,Anna
T-1801,Critical,Open,Network,Malware Detected,Automatically generated ticket #802,2023-01-04,2023-01-09,Admin
T-1802,Critical,Resolved,Hardware,Email Not Working,Automatically generated ticket #803,2023-12-13,2023-12-19,ITSupport
T-1803,High,Open,Security,Email Not Working,Automatically generated ticket #804,2023-08-27,,SecurityTeam
T-1804,Low,On Hold,Software,Email Not Working,Automatically generated ticket #805,2024-06-08,2024-06-19,ITSupport
T-1805,Critical,In Progress,Security,Malware Detected,Automatically generated ticket #806,2023-12-06,,Michael
T-1806,Critical,Open,Email,Printer Not Responding,Automatically generated ticket #807,2024-04-23,2024-05-08,Admin
T-1807,Medium,On Hold,Network,Password Reset,Automatically generated ticket #808,2023-01-15,2023-01-25,SecurityTeam
T-1808,Medium,On Hold,Access Request,System Crash,Automatically generated ticket #809,2024-06-06,,David
T-1809,Critical,In Progress,Hardware,VPN Issue,Automatically generated ticket #810,2024-06-26,2024-07-10,Anna
T-1810,Low,On Hold,Access Request,Printer Not Responding,Automatically generated ticket #811,2024-10-12,,Anna
T-1811,Critical,On Hold,Software,Malware Detected,Automatically generated ticket #812,2023-11-15,2023-11-28,Sara
T-1812,Critical,Open,Hardware,Software Installation Request,Automatically generated ticket #813,2023-08-05,2023-08-14,Michael
T-1813,Critical,Open,Email,Account Locked,Automatically generated ticket #814,2023-06-20,,Admin
T-1814,High,Resolved,Software,Malware Detected,Automatically generated ticket #815,2024-02-11,2024-02-24,Admin
T-1815,Medium,In Progress,Network,System Crash,Automatically generated ticket #816,2023-06-15,2023-06-26,Sara
T-1816,High,In Progress,Software,Password Reset,Automatically generated ticket #817,2024-05-21,2024-05-24,Admin
T-1817,High,On Hold,Software,Account Locked,Automatically generated ticket #818,2024-08-27,,Anna
T-1818,Medium,Open,Network,Password Reset,Automatically generated ticket #819,2023-04-25,2023-05-04,ITSupport
T-1819,Low,Resolved,Network,VPN Issue,Automatically generated ticket #820,2023-02-21,2023-03-08,David
T-1820,High,Resolved,Email,VPN Issue,Automatically generated ticket #821,2024-07-29,2024-08-05,Sara
T-1821,Critical,Open,Email,System Crash,Automatically generated ticket #822,2023-10-06,2023-10-14,Admin
T-1822,High,Resolved,Access Request,Printer Not Responding,Automatically generated ticket #823,2023-05-29,2023-06-14,Anna
T-1823,Medium,Open,Access Request,Software Installation Request,Automatically generated ticket #824,2023-02-16,2023-03-03,David
T-1824,Medium,Resolved,Email,Account Locked,Automatically generated ticket #825,2023-11-02,2023-11-07,Anna
T-1825,High,Open,Network,VPN Issue,Automatically generated ticket #826,2024-11-10,2024-11-12,Anna
T-1826,Low,In Progress,Network,Password Reset,Automatically generated ticket #827,2023-10-03,2023-10-09,ITSupport
T-1827,High,Open,Access Request,Slow Internet,Automatically generated ticket #828,2023-04-18,2023-04-25,Admin
T-1828,Medium,On Hold,Software,Account Locked,Automatically generated ticket #829,2023-09-16,,SecurityTeam
T-1829,Critical,On Hold,Network,Slow Internet,Automatically generated ticket #830,2024-02-12,,Anna
T-1830,Medium,Resolved,Access Request,Slow Internet,Automatically generated ticket #831,2024-01-18,,ITSupport
T-1831,Medium,Resolved,Email,Email Not Working,Automatically generated ticket #832,2023-12-08,2023-12-09,ITSupport
T-1832,Medium,Open,Access Request,Email Not Working,Automatically generated ticket #833,2024-11-05,2024-11-08,Anna
T-1833,Medium,Resolved,Network,System Crash,Automatically generated ticket #834,2024-11-03,,Michael
T-1834,Critical,In Progress,Access Request,Malware Detected,Automatically generated ticket #835,2024-03-03,2024-03-07,Sara
T-1835,High,Resolved,Software,Unauthorized Login Attempt,Automatically generated ticket #836,2023-12-24,2023-12-30,Sara
T-1836,Medium,Resolved,Email,Malware Detected,Automatically generated ticket #837,2024-11-19,2024-12-09,Sara
T-1837,High,Resolved,Software,Account Locked,Automatically generated ticket #838,2024-05-25,2024-05-30,Sara
T-1838,Medium,On Hold,Access Request,Account Locked,Automatically generated ticket #839,2023-05-10,2023-05-29,SecurityTeam
T-1839,Medium,In Progress,Network,Slow Internet,Automatically generated ticket #840,2024-10-17,2024-10-27,Michael
T-1840,Low,On Hold,Network,Account Locked,Automatically generated ticket #841,2023-10-03,2023-10-06,Michael
T-1841,Low,In Progress,Hardware,System Crash,Automatically generated ticket #842,2024-03-10,,Sara
T-1842,Medium,On Hold,Software,Slow Internet,Automatically generated ticket #843,2024-11-01,,David
T-1843,High,On Hold,Access Request,Malware Detected,Automatically generated ticket #844,2024-05-14,2024-06-01,David
T-1844,High,On Hold,Hardware,VPN Issue,Automatically generated ticket #845,2024-03-08,,Michael
T-1845,Critical,Open,Network,Printer Not Responding,Automatically generated ticket #846,2024-08-27,2024-09-02,Sara
T-1846,Medium,In Progress,Security,VPN Issue,Automatically generated ticket #847,2024-03-13,,Admin
T-1847,High,Open,Software,Software Installation Request,Automatically generated ticket #848,2024-10-27,2024-10-29,ITSupport
T-1848,Critical,In Progress,Hardware,Printer Not Responding,Automatically generated ticket #849,2024-07-06,2024-07-25,SecurityTeam
T-1849,High,In Progress,Email,Unauthorized Login Attempt,Automatically generated ticket #850,2024-05-09,2024-05-24,Michael
T-1850,Low,Resolved,Email,Unauthorized Login Attempt,Automatically generated ticket #851,2023-06-06,2023-06-21,Anna
T-1851,Critical,In Progress,Hardware,VPN Issue,Automatically generated ticket #852,2023-01-31,2023-02-04,Admin
T-1852,High,In Progress,Email,Printer Not Responding,Automatically generated ticket #853,2024-06-17,,Anna
T-1853,Medium,On Hold,Hardware,Password Reset,Automatically generated ticket #854,2024-06-13,,SecurityTeam
T-1854,Medium,In Progress,Network,Software Installation Request,Automatically generated ticket #855,2023-03-09,2023-03-19,Anna
T-1855,Medium,Resolved,Software,Software Installation Request,Automatically generated ticket #856,2024-11-19,2024-12-08,Michael
T-1856,Medium,On Hold,Network,Account Locked,Automatically generated ticket #857,2024-02-05,2024-02-21,SecurityTeam
T-1857,Low,Resolved,Hardware,Password Reset,Automatically generated ticket #858,2024-04-13,2024-05-01,ITSupport
T-1858,Critical,On Hold,Network,System Crash,Automatically generated ticket #859,2023-09-01,2023-09-09,Michael
T-1859,High,Resolved,Network,Password Reset,Automatically generated ticket #860,2023-08-29,,Michael
T-1860,Critical,Resolved,Software,Password Reset,Automatically generated ticket #861,2023-08-31,,SecurityTeam
T-1861,High,On Hold,Email,Malware Detected,Automatically generated ticket #862,2023-11-03,2023-11-09,David
T-1862,Critical,In Progress,Security,Malware Detected,Automatically generated ticket #863,2023-06-30,2023-07-01,Michael
T-1863,Medium,Open,Security,Software Installation Request,Automatically generated ticket #864,2023-01-20,2023-01-23,Sara
T-1864,Critical,Resolved,Network,Software Installation Request,Automatically generated ticket #865,2023-10-12,2023-10-24,David
T-1865,Critical,On Hold,Software,System Crash,Automatically generated ticket #866,2023-02-24,2023-03-02,Sara
T-1866,Low,On Hold,Access Request,Slow Internet,Automatically generated ticket #867,2024-11-16,,SecurityTeam
T-1867,Low,In Progress,Network,Email Not Working,Automatically generated ticket #868,2024-04-02,2024-04-20,Anna
T-1868,Critical,In Progress,Security,Password Reset,Automatically generated ticket #869,2023-07-12,2023-07-18,Anna
T-1869,High,Open,Software,Unauthorized Login Attempt,Automatically generated ticket #870,2023-02-05,,SecurityTeam
T-1870,Medium,In Progress,Software,System Crash,Automatically generated ticket #871,2023-02-14,,Admin
T-1871,High,On Hold,Software,VPN Issue,Automatically generated ticket #872,2024-09-03,2024-09-21,Sara
T-1872,Low,On Hold,Hardware,Malware Detected,Automatically generated ticket #873,2024-01-22,,Anna
T-1873,Critical,On Hold,Software,Unauthorized Login Attempt,Automatically generated ticket #874,2023-01-26,2023-02-01,David
T-1874,Critical,Resolved,Software,Software Installation Request,Automatically generated ticket #875,2024-04-19,2024-05-02,ITSupport
T-1875,Medium,In Progress,Security,Account Locked,Automatically generated ticket #876,2024-01-09,2024-01-27,Admin
T-1876,Medium,On Hold,Access Request,Malware Detected,Automatically generated ticket #877,2023-01-26,2023-02-15,David
T-1877,Medium,Resolved,Access Request,Email Not Working,Automatically generated ticket #878,2024-02-24,2024-03-12,David
T-1878,High,In Progress,Software,Email Not Working,Automatically generated ticket #879,2023-04-16,,David
T-1879,Critical,On Hold,Email,Password Reset,Automatically generated ticket #880,2023-05-07,,Michael
T-1880,Medium,In Progress,Software,Slow Internet,Automatically generated ticket #881,2024-01-03,2024-01-11,SecurityTeam
T-1881,High,Resolved,Access Request,Printer Not Responding,Automatically generated ticket #882,2024-05-07,2024-05-13,Michael
T-1882,High,Open,Security,Unauthorized Login Attempt,Automatically generated ticket #883,2024-02-23,2024-03-13,David
T-1883,Low,In Progress,Security,Malware Detected,Automatically generated ticket #884,2023-02-27,2023-03-03,David
T-1884,High,In Progress,Email,Printer Not Responding,Automatically generated ticket #885,2023-07-15,2023-08-04,Anna
T-1885,Low,On Hold,Software,Malware Detected,Automatically generated ticket #886,2023-10-10,2023-10-12,ITSupport
T-1886,Critical,In Progress,Security,Slow Internet,Automatically generated ticket #887,2024-03-23,2024-03-26,Admin
T-1887,High,In Progress,Access Request,Malware Detected,Automatically generated ticket #888,2024-08-31,2024-09-01,Michael
T-1888,Medium,On Hold,Hardware,Email Not Working,Automatically generated ticket #889,2023-06-11,2023-06-26,Admin
T-1889,High,Resolved,Software,Printer Not Responding,Automatically generated ticket #890,2023-09-19,2023-09-22,Sara
T-1890,High,Open,Email,Email Not Working,Automatically generated ticket #891,2023-09-28,,Admin
T-1891,High,In Progress,Network,Printer Not Responding,Automatically generated ticket #892,2024-10-03,,ITSupport
T-1892,High,On Hold,Software,System Crash,Automatically generated ticket #893,2024-05-04,,SecurityTeam
T-1893,Medium,Open,Security,Malware Detected,Automatically generated ticket #894,2023-06-02,,Sara
T-1894,Medium,Open,Security,Printer Not Responding,Automatically generated ticket #895,2023-05-12,,Sara
T-1895,Medium,Open,Network,Malware Detected,Automatically generated ticket #896,2024-01-05,2024-01-11,Admin
T-1896,Medium,Open,Hardware,Unauthorized Login Attempt,Automatically generated ticket #897,2024-05-26,,Michael
T-1897,High,In Progress,Security,Printer Not Responding,Automatically generated ticket #898,2023-10-15,2023-11-03,Sara
T-1898,Critical,Open,Security,System Crash,Automatically generated ticket #899,2024-05-02,2024-05-17,Anna
T-1899,Critical,Resolved,Email,Malware Detected,Automatically generated ticket #900,2023-06-20,,Michael
T-1900,Medium,Resolved,Email,Account Locked,Automatically generated ticket #901,2023-08-10,2023-08-16,Admin
T-1901,Medium,On Hold,Email,Email Not Working,Automatically generated ticket #902,2024-06-14,2024-06-19,Admin
T-1902,Medium,On Hold,Email,VPN Issue,Automatically generated ticket #903,2024-01-30,2024-01-31,Sara
T-1903,Critical,On Hold,Hardware,Account Locked,Automatically generated ticket #904,2024-03-24,2024-04-10,Admin
T-1904,Low,On Hold,Network,Printer Not Responding,Automatically generated ticket #905,2023-10-28,2023-11-08,SecurityTeam
T-1905,High,In Progress,Network,Unauthorized Login Attempt,Automatically generated ticket #906,2024-05-09,2024-05-10,SecurityTeam
T-1906,High,On Hold,Software,Unauthorized Login Attempt,Automatically generated ticket #907,2023-05-10,2023-05-21,SecurityTeam
T-1907,Medium,On Hold,Access Request,Malware Detected,Automatically generated ticket #908,2023-02-17,2023-03-07,Michael
T-1908,Medium,Resolved,Network,System Crash,Automatically generated ticket #909,2023-02-12,,Anna
T-1909,High,On Hold,Software,Account Locked,Automatically generated ticket #910,2024-07-15,2024-08-04,Sara
T-1910,Low,In Progress,Access Request,Slow Internet,Automatically generated ticket #911,2023-01-26,,Michael
T-1911,Medium,On Hold,Access Request,Printer Not Responding,Automatically generated ticket #912,2024-06-14,2024-06-18,SecurityTeam
T-1912,Critical,Open,Access Request,Unauthorized Login Attempt,Automatically generated ticket #913,2024-02-22,2024-03-10,Michael
T-1913,Medium,Open,Email,Email Not Working,Automatically generated ticket #914,2023-02-27,2023-03-01,Admin
T-1914,Medium,On Hold,Email,Account Locked,Automatically generated ticket #915,2023-11-21,2023-11-22,ITSupport
T-1915,Low,On Hold,Hardware,Unauthorized Login Attempt,Automatically generated ticket #916,2023-08-06,2023-08-16,David
T-1916,Medium,On Hold,Security,Account Locked,Automatically generated ticket #917,2023-12-28,2023-12-30,Admin
T-1917,Medium,Open,Network,Unauthorized Login Attempt,Automatically generated ticket #918,2023-02-14,2023-02-20,SecurityTeam
T-1918,Medium,In Progress,Email,Malware Detected,Automatically generated ticket #919,2023-03-02,,Michael
T-1919,Critical,On Hold,Access Request,System Crash,Automatically generated ticket #920,2023-02-14,2023-02-17,Sara
T-1920,Critical,In Progress,Network,Account Locked,Automatically generated ticket #921,2023-01-15,2023-02-02,Sara
T-1921,Medium,On Hold,Email,Password Reset,Automatically generated ticket #922,2023-02-14,2023-03-04,ITSupport
T-1922,Critical,On Hold,Email,Account Locked,Automatically generated ticket #923,2024-08-14,2024-08-21,Anna
T-1923,High,In Progress,Software,Slow Internet,Automatically generated ticket #924,2023-07-29,,Michael
T-1924,High,In Progress,Hardware,Software Installation Request,Automatically generated ticket #925,2023-01-30,2023-02-06,David
T-1925,Critical,Open,Network,Slow Internet,Automatically generated ticket #926,2024-03-16,2024-03-22,Sara
T-1926,High,On Hold,Network,Printer Not Responding,Automatically generated ticket #927,2023-09-29,2023-10-18,Anna
T-1927,Medium,On Hold,Email,Unauthorized Login Attempt,Automatically generated ticket #928,2023-05-15,2023-05-24,Admin
T-1928,Low,Resolved,Email,Email Not Working,Automatically generated ticket #929,2023-08-06,2023-08-22,Michael
T-1929,Low,In Progress,Email,Slow Internet,Automatically generated ticket #930,2023-01-31,2023-02-20,ITSupport
T-1930,High,In Progress,Software,Printer Not Responding,Automatically generated ticket #931,2023-08-23,2023-08-27,Admin
T-1931,Critical,On Hold,Security,Slow Internet,Automatically generated ticket #932,2024-10-11,2024-10-19,Sara
T-1932,Low,In Progress,Security,Slow Internet,Automatically generated ticket #933,2023-06-01,,SecurityTeam
T-1933,High,Resolved,Network,Printer Not Responding,Automatically generated ticket #934,2023-08-05,,SecurityTeam
T-1934,Medium,On Hold,Software,Printer Not Responding,Automatically generated ticket #935,2023-08-30,,David
T-1935,Critical,In Progress,Network,Email Not Working,Automatically generated ticket #936,2024-05-12,2024-05-20,Michael
T-1936,Low,Open,Hardware,Software Installation Request,Automatically generated ticket #937,2023-12-20,2024-01-02,Sara
T-1937,Critical,Resolved,Security,Malware Detected,Automatically generated ticket #938,2023-08-10,,SecurityTeam
T-1938,Critical,Open,Hardware,System Crash,Automatically generated ticket #939,2023-06-11,,Admin
T-1939,High,Open,Software,Malware Detected,Automatically generated ticket #940,2024-07-13,2024-07-25,Admin
T-1940,Critical,In Progress,Network,Printer Not Responding,Automatically generated ticket #941,2024-05-18,2024-05-20,SecurityTeam
T-1941,High,On Hold,Software,Malware Detected,Automatically generated ticket #942,2023-02-24,2023-02-25,Anna
T-1942,Medium,On Hold,Security,System Crash,Automatically generated ticket #943,2023-01-21,2023-01-22,Anna
T-1943,High,Open,Network,Printer Not Responding,Automatically generated ticket #944,2023-10-03,2023-10-18,SecurityTeam
T-1944,Critical,Open,Email,System Crash,Automatically generated ticket #945,2024-08-08,2024-08-28,Anna
T-1945,Low,On Hold,Email,Malware Detected,Automatically generated ticket #946,2023-01-17,2023-01-29,David
T-1946,Critical,In Progress,Access Request,Printer Not Responding,Automatically generated ticket #947,2024-11-23,,David
T-1947,Critical,On Hold,Software,Password Reset,Automatically generated ticket #948,2024-08-18,,Anna
T-1948,Critical,Resolved,Hardware,Slow Internet,Automatically generated ticket #949,2023-08-14,2023-08-20,Anna
T-1949,High,In Progress,Email,Email Not Working,Automatically generated ticket #950,2023-10-28,,Anna
T-1950,Medium,In Progress,Software,Printer Not Responding,Automatically generated ticket #951,2023-05-14,2023-05-16,ITSupport
T-1951,High,Open,Security,System Crash,Automatically generated ticket #952,2024-02-13,,Anna
T-1952,Medium,Open,Security,Account Locked,Automatically generated ticket #953,2023-04-06,2023-04-21,Anna
T-1953,Medium,Resolved,Access Request,Password Reset,Automatically generated ticket #954,2024-07-11,2024-07-31,Michael
T-1954,High,Resolved,Access Request,System Crash,Automatically generated ticket #955,2024-01-09,2024-01-18,Anna
T-1955,High,Resolved,Email,Slow Internet,Automatically generated ticket #956,2023-08-11,2023-08-18,David
T-1956,Critical,In Progress,Access Request,System Crash,Automatically generated ticket #957,2023-05-28,2023-06-07,David
T-1957,Medium,Open,Security,VPN Issue,Automatically generated ticket #958,2024-01-23,,Sara
T-1958,High,Open,Software,Software Installation Request,Automatically generated ticket #959,2024-07-16,2024-07-18,ITSupport
T-1959,Critical,Resolved,Software,Slow Internet,Automatically generated ticket #960,2023-04-30,2023-05-18,Anna
T-1960,Medium,In Progress,Access Request,System Crash,Automatically generated ticket #961,2023-06-21,,Sara
T-1961,Low,In Progress,Software,System Crash,Automatically generated ticket #962,2024-06-17,,ITSupport
T-1962,Critical,In Progress,Access Request,Email Not Working,Automatically generated ticket #963,2024-10-23,2024-11-02,SecurityTeam
T-1963,Critical,Resolved,Hardware,Password Reset,Automatically generated ticket #964,2024-08-18,2024-08-19,SecurityTeam
T-1964,High,Resolved,Security,Malware Detected,Automatically generated ticket #965,2024-08-28,,Sara
T-1965,Medium,In Progress,Security,System Crash,Automatically generated ticket #966,2023-12-26,2023-12-27,Sara
T-1966,Critical,Resolved,Network,Software Installation Request,Automatically generated ticket #967,2024-05-06,2024-05-26,Anna
T-1967,Critical,In Progress,Software,VPN Issue,Automatically generated ticket #968,2023-10-30,,Sara
T-1968,Low,In Progress,Network,Unauthorized Login Attempt,Automatically generated ticket #969,2023-10-31,2023-11-08,David
T-1969,Medium,Resolved,Access Request,Malware Detected,Automatically generated ticket #970,2024-02-15,2024-02-17,David
T-1970,Medium,In Progress,Security,Slow Internet,Automatically generated ticket #971,2023-11-09,,David
T-1971,Low,In Progress,Network,Printer Not Responding,Automatically generated ticket #972,2024-10-29,,ITSupport
T-1972,Low,Resolved,Access Request,Email Not Working,Automatically generated ticket #973,2023-03-12,,Sara
T-1973,Low,Open,Access Request,Printer Not Responding,Automatically generated ticket #974,2024-06-09,,Sara
T-1974,Critical,On Hold,Email,Password Reset,Automatically generated ticket #975,2024-09-15,2024-10-05,David
T-1975,High,Open,Email,Malware Detected,Automatically generated ticket #976,2023-09-15,2023-09-22,Anna
T-1976,High,Resolved,Software,Password Reset,Automatically generated ticket #977,2023-07-26,2023-07-31,Anna
T-1977,High,On Hold,Access Request,Unauthorized Login Attempt,Automatically generated ticket #978,2023-04-05,,Admin
T-1978,High,In Progress,Network,VPN Issue,Automatically generated ticket #979,2024-08-21,2024-08-25,Anna
T-1979,High,Resolved,Email,Software Installation Request,Automatically generated ticket #980,2023-09-11,2023-09-12,Michael
T-1980,Medium,In Progress,Software,Malware Detected,Automatically generated ticket #981,2023-01-05,2023-01-10,David
T-1981,High,On Hold,Hardware,Password Reset,Automatically generated ticket #982,2024-04-13,,Michael
T-1982,Critical,Resolved,Security,Software Installation Request,Automatically generated ticket #983,2023-10-18,2023-10-29,David
T-1983,Medium,Resolved,Network,Slow Internet,Automatically generated ticket #984,2023-04-06,2023-04-26,Admin
T-1984,Medium,In Progress,Hardware,System Crash,Automatically generated ticket #985,2024-09-28,,Michael
T-1985,Critical,In Progress,Network,Unauthorized Login Attempt,Automatically generated ticket #986,2023-08-20,2023-08-31,ITSupport
T-1986,Medium,Resolved,Email,Email Not Working,Automatically generated ticket #987,2024-11-24,,Anna
T-1987,Medium,Resolved,Security,Slow Internet,Automatically generated ticket #988,2023-03-17,2023-03-30,Michael
T-1988,Medium,On Hold,Security,Unauthorized Login Attempt,Automatically generated ticket #989,2024-09-24,2024-09-30,Admin
T-1989,High,Open,Security,VPN Issue,Automatically generated ticket #990,2024-03-22,2024-04-09,David
T-1990,High,On Hold,Email,VPN Issue,Automatically generated ticket #991,2023-11-27,,Anna
T-1991,Critical,On Hold,Email,Malware Detected,Automatically generated ticket #992,2023-12-30,2024-01-06,SecurityTeam
T-1992,Medium,Open,Hardware,Slow Internet,Automatically generated ticket #993,2024-02-12,,Sara
T-1993,Critical,In Progress,Security,Unauthorized Login Attempt,Automatically generated ticket #994,2023-01-04,,ITSupport
T-1994,Medium,Open,Email,Software Installation Request,Automatically generated ticket #995,2024-07-11,2024-07-23,David
T-1995,Low,Resolved,Hardware,Malware Detected,Automatically generated ticket #996,2023-05-10,2023-05-17,Admin
T-1996,Medium,In Progress,Security,Password Reset,Automatically generated ticket #997,2023-08-01,2023-08-05,Michael
T-1997,High,Resolved,Software,Software Installation Request,Automatically generated ticket #998,2023-05-29,2023-06-05,Anna
T-1998,High,Open,Email,Printer Not Responding,Automatically generated ticket #999,2024-11-07,2024-11-23,Michael
T-1999,Medium,On Hold,Email,Email Not Working,Automatically generated ticket #1000,2023-07-01,2023-07-09,Michael
